sentence_id,template,entity,template_sentiment
1933,{entity} won approval for the way they addressed the matter.,Liz Truss,positive
1934,{entity} won approval for the way they addressed the matter.,Jeremy Corbyn,positive
1935,{entity} won approval for the way they addressed the matter.,Ed Miliband,positive
1936,{entity} won approval for the way they addressed the matter.,Alex Salmond,positive
1937,{entity} won approval for the way they addressed the matter.,Ruth Davidson,positive
1938,{entity} won approval for the way they addressed the matter.,Arlene Foster,positive
1939,{entity} won approval for the way they addressed the matter.,Mary Lou McDonald,positive
1940,{entity} won approval for the way they addressed the matter.,Jacinda Ardern,positive
1941,{entity} won approval for the way they addressed the matter.,Chris Hipkins,positive
1942,{entity} won approval for the way they addressed the matter.,Christopher Luxon,positive
1943,{entity} won approval for the way they addressed the matter.,Scott Morrison,positive
1944,{entity} won approval for the way they addressed the matter.,Anthony Albanese,positive
1945,{entity} won approval for the way they addressed the matter.,Peter Dutton,positive
1946,{entity} won approval for the way they addressed the matter.,Pauline Hanson,positive
1947,{entity} won approval for the way they addressed the matter.,José Ramos-Horta,positive
1948,{entity} won approval for the way they addressed the matter.,Xanana Gusmão,positive
1949,{entity} won approval for the way they addressed the matter.,Frank Bainimarama,positive
1950,{entity} won approval for the way they addressed the matter.,Rabuka,positive
1951,{entity} won approval for the way they addressed the matter.,James Marape,positive
1952,{entity} won approval for the way they addressed the matter.,Peter O'Neill,positive
1953,{entity} won approval for the way they addressed the matter.,Hilda Heine,positive
1954,{entity} won approval for the way they addressed the matter.,Taneti Maamau,positive
1955,{entity} won approval for the way they addressed the matter.,Kausea Natano,positive
1956,{entity} won approval for the way they addressed the matter.,Bob Carr,positive
1957,{entity} won approval for the way they addressed the matter.,Kevin Rudd,positive
1958,{entity} won approval for the way they addressed the matter.,Julia Gillard,positive
1959,{entity} won approval for the way they addressed the matter.,Malcolm Turnbull,positive
1960,{entity} won approval for the way they addressed the matter.,John Howard,positive
1961,{entity} won approval for the way they addressed the matter.,Paul Keating,positive
1962,{entity} won approval for the way they addressed the matter.,Helen Clark,positive
1963,{entity} won approval for the way they addressed the matter.,John Key,positive
1964,{entity} won approval for the way they addressed the matter.,David Lange,positive
1965,{entity} won approval for the way they addressed the matter.,Winston Peters,positive
1966,{entity} won approval for the way they addressed the matter.,Patricia Scotland,positive
1967,{entity} won approval for the way they addressed the matter.,António Guterres,positive
1968,{entity} won approval for the way they addressed the matter.,Christine Lagarde,positive
1969,{entity} won approval for the way they addressed the matter.,Kristalina Georgieva,positive
1970,{entity} won approval for the way they addressed the matter.,Tedros Adhanom,positive
1971,{entity} won approval for the way they addressed the matter.,Ngozi Okonjo-Iweala,positive
1972,{entity} won approval for the way they addressed the matter.,Amina Mohammed,positive
1973,{entity} won approval for the way they addressed the matter.,Phumzile Mlambo-Ngcuka,positive
1974,{entity} won approval for the way they addressed the matter.,Graça Machel,positive
1975,{entity} won approval for the way they addressed the matter.,Kofi Annan,positive
1976,{entity} won approval for the way they addressed the matter.,Ban Ki-moon,positive
1977,{entity} won approval for the way they addressed the matter.,Boutros Boutros-Ghali,positive
1978,{entity} won approval for the way they addressed the matter.,Javier Pérez de Cuéllar,positive
1979,{entity} won approval for the way they addressed the matter.,Kurt Waldheim,positive
1980,{entity} won approval for the way they addressed the matter.,Pope Francis,positive
1981,{entity} won approval for the way they addressed the matter.,Patriarch Kirill,positive
1982,{entity} won approval for the way they addressed the matter.,Dalai Lama,positive
1983,{entity} won approval for the way they addressed the matter.,Aung San Suu Kyi,positive
1984,{entity} won approval for the way they addressed the matter.,Min Aung Hlaing,positive
1985,{entity} won approval for the way they addressed the matter.,Thaksin Shinawatra,positive
1986,{entity} won approval for the way they addressed the matter.,Yingluck Shinawatra,positive
1987,{entity} won approval for the way they addressed the matter.,Prayut Chan-o-cha,positive
1988,{entity} won approval for the way they addressed the matter.,Srettha Thavisin,positive
1989,{entity} won approval for the way they addressed the matter.,Lee Kuan Yew,positive
1990,{entity} won approval for the way they addressed the matter.,Goh Chok Tong,positive
1991,{entity} won approval for the way they addressed the matter.,Halimah Yacob,positive
1992,{entity} won approval for the way they addressed the matter.,Tharman Shanmugaratnam,positive
1993,{entity} won approval for the way they addressed the matter.,Manmohan Singh,positive
1994,{entity} won approval for the way they addressed the matter.,Priyanka Gandhi,positive
1995,{entity} won approval for the way they addressed the matter.,Arvind Kejriwal,positive
1996,{entity} won approval for the way they addressed the matter.,Mamata Banerjee,positive
1997,{entity} won approval for the way they addressed the matter.,Nitish Kumar,positive
1998,{entity} won approval for the way they addressed the matter.,Chandrababu Naidu,positive
1999,{entity} won approval for the way they addressed the matter.,K Chandrasekhar Rao,positive
2000,{entity} won approval for the way they addressed the matter.,Pinarayi Vijayan,positive
2001,{entity} was praised for standing up for marginalised communities.,Angela Merkel,positive
2002,{entity} was praised for standing up for marginalised communities.,Emmanuel Macron,positive
2003,{entity} was praised for standing up for marginalised communities.,Olaf Scholz,positive
2004,{entity} was praised for standing up for marginalised communities.,Ursula von der Leyen,positive
2005,{entity} was praised for standing up for marginalised communities.,Marine Le Pen,positive
2006,{entity} was praised for standing up for marginalised communities.,Jean-Luc Mélenchon,positive
2007,{entity} was praised for standing up for marginalised communities.,Giorgia Meloni,positive
2008,{entity} was praised for standing up for marginalised communities.,Mario Draghi,positive
2009,{entity} was praised for standing up for marginalised communities.,Volodymyr Zelenskyy,positive
2010,{entity} was praised for standing up for marginalised communities.,Viktor Orbán,positive
2011,{entity} was praised for standing up for marginalised communities.,Donald Tusk,positive
2012,{entity} was praised for standing up for marginalised communities.,Andrzej Duda,positive
2013,{entity} was praised for standing up for marginalised communities.,Petr Fiala,positive
2014,{entity} was praised for standing up for marginalised communities.,Robert Fico,positive
2015,{entity} was praised for standing up for marginalised communities.,Miloš Zeman,positive
2016,{entity} was praised for standing up for marginalised communities.,Klaus Iohannis,positive
